10.00000	-43.62074
15.00000	-42.45473
20.00000	-29.31080
25.00000	-36.09843
30.00000	-31.37959
35.00000	-33.14824
40.00000	-16.18797
45.00000	-26.32178
50.00000	-31.16597
55.00000	-41.65471
60.00000	-25.81293
65.00000	-21.06133
70.00000	-22.57242
75.00000	-19.71284
80.00000	-8.59750
85.00000	-22.56222
90.00000	-28.38982
95.00000	-23.11480
100.00000	-24.14650
105.00000	-32.19135
110.00000	-34.40820
115.00000	-27.11929
120.00000	-20.59157
125.00000	-20.05396
130.00000	-19.25117
135.00000	-24.94326
140.00000	-18.60655
145.00000	-17.24585
150.00000	-9.56420
155.00000	-3.41738
160.00000	-5.29498
165.00000	-11.04741
170.00000	-11.97808
175.00000	-15.33150
180.00000	-19.15074
185.00000	-21.13949
190.00000	-23.62227
195.00000	-21.82988
200.00000	-24.00051
205.00000	-11.12955
210.00000	-24.61850
215.00000	-25.81964
220.00000	-25.03110
225.00000	-22.65068
230.00000	-17.06976
235.00000	-14.86829
240.00000	-9.58373
245.00000	-6.54941
250.00000	-9.10181
255.00000	-15.25860
260.00000	-19.07177
265.00000	-21.26613
270.00000	-22.15756
275.00000	-21.78966
280.00000	-20.29144
285.00000	-16.58950
290.00000	-15.82803
295.00000	-12.13996
300.00000	-9.79815
305.00000	-6.52257
310.00000	-4.24940
315.00000	-3.50234
320.00000	-3.45353
325.00000	-4.41461
330.00000	-6.15106
335.00000	-6.62837
340.00000	-7.63447
345.00000	-9.53513
350.00000	-12.02347
355.00000	-14.30582
360.00000	-15.84516
365.00000	-17.32627
370.00000	-16.42035
375.00000	-19.34882
380.00000	-20.04309
385.00000	-20.31724
390.00000	-20.07284
395.00000	-18.33812
400.00000	-16.97151
405.00000	-11.14324
410.00000	-4.57436
415.00000	-13.24393
420.00000	-17.79966
425.00000	-18.62625
430.00000	-18.32612
435.00000	-17.70482
440.00000	-16.59349
445.00000	-15.13809
450.00000	-13.20220
455.00000	-11.41742
460.00000	-9.11032
465.00000	-7.06849
470.00000	-5.65820
475.00000	-4.64428
480.00000	-3.82366
485.00000	-3.22858
490.00000	-3.46428
495.00000	-3.92922
500.00000	-3.92435
505.00000	-4.66945
510.00000	-5.97837
515.00000	-7.99789
520.00000	-10.09611
525.00000	-12.21322
530.00000	-14.27620
535.00000	-15.08131
540.00000	-17.57741
545.00000	-18.95362
550.00000	-19.94916
555.00000	-20.59531
560.00000	-20.43668
565.00000	-19.84700
570.00000	-13.44023
575.00000	-10.95137
580.00000	-19.70416
585.00000	-21.75559
590.00000	-22.04405
595.00000	-21.81903
600.00000	-21.44395
605.00000	-20.69556
610.00000	-19.65245
615.00000	-18.39609
620.00000	-16.89238
625.00000	-14.71631
630.00000	-12.21348
635.00000	-9.03806
640.00000	-6.39195
645.00000	-4.42987
650.00000	-3.17895
655.00000	-2.27743
660.00000	-2.65590
665.00000	-3.76377
670.00000	-5.55284
675.00000	-8.39314
680.00000	-12.29917
685.00000	-15.81900
690.00000	-18.47307
695.00000	-21.04858
700.00000	-22.35388
705.00000	-24.69812
710.00000	-26.19292
715.00000	-27.25613
720.00000	-27.90289
725.00000	-28.19350
730.00000	-27.38896
735.00000	-20.98990
740.00000	-16.11629
745.00000	-26.91038
750.00000	-28.81195
755.00000	-28.66885
760.00000	-28.96001
765.00000	-28.36978
770.00000	-27.38230
775.00000	-25.98192
780.00000	-23.97709
785.00000	-22.38002
790.00000	-19.89492
795.00000	-16.74940
800.00000	-12.65578
805.00000	-7.96935
810.00000	-4.59247
815.00000	-2.80175
820.00000	-2.60694
825.00000	-3.91197
830.00000	-6.37671
835.00000	-11.62605
840.00000	-16.69145
845.00000	-20.66817
850.00000	-23.89945
855.00000	-26.42232
860.00000	-28.51540
865.00000	-30.33986
870.00000	-32.19778
875.00000	-33.48510
880.00000	-34.32079
885.00000	-34.70933
890.00000	-34.85110
895.00000	-34.15497
900.00000	-28.17850
905.00000	-20.07883
910.00000	-32.50576
915.00000	-34.99351
920.00000	-34.56712
925.00000	-35.13173
930.00000	-34.41078
935.00000	-33.14695
940.00000	-31.74102
945.00000	-29.47270
950.00000	-27.77921
955.00000	-25.03253
960.00000	-21.53276
965.00000	-16.96791
970.00000	-10.70017
975.00000	-5.07422
980.00000	-2.65371
985.00000	-3.07463
990.00000	-6.34744
995.00000	-13.19676
1000.00000	-19.32957
1005.00000	-23.91166
1010.00000	-27.60732
1015.00000	-30.49832
1020.00000	-32.63752
1025.00000	-33.87947
1030.00000	-36.43875
1035.00000	-38.02923
1040.00000	-39.09859
1045.00000	-39.83535
1050.00000	-39.37344
1055.00000	-40.03627
1060.00000	-38.84001
1065.00000	-32.89719
1070.00000	-22.28069
1075.00000	-35.78839
1080.00000	-39.17358
1085.00000	-39.14387
1090.00000	-39.57946
1095.00000	-38.79776
1100.00000	-37.51347
1105.00000	-35.79645
1110.00000	-33.62785
1115.00000	-31.37769
1120.00000	-28.75309
1125.00000	-25.09040
1130.00000	-20.20267
1135.00000	-13.47390
1140.00000	-5.77242
1145.00000	-2.97800
1150.00000	-4.22344
1155.00000	-10.12077
1160.00000	-18.32675
1165.00000	-24.17321
1170.00000	-28.60136
1175.00000	-32.11583
1180.00000	-34.32486
1185.00000	-37.14718
1190.00000	-37.46006
1195.00000	-40.71620
1200.00000	-42.28390
1205.00000	-43.36010
1210.00000	-43.71120
1215.00000	-43.74345
1220.00000	-44.27119
